"profile_id","housewife_name","sf_id","drama_score","feuds","key_moments","talking_points","confessional_draft","show","season","franchise","episode_title","source_url","video_id","raw_file","enriched_at","sf_contact_name","sf_email","sf_contact_status"
"teresa-giudice__real-housewives-of-new-jersey__s13__reunion-part-i","Teresa Giudice","003Hs00007ZzLLtIAN","72","Melissa Gorga: Ongoing core family feud; Teresa is defensive about Louie and Frankie's relationship and dismissive of Joe Gorga's claims
Joe Gorga (via proxy): Teresa denies telling Joe he could do better than Melissa; calls the accusation 'disgraceful' and 'disgusting'","Shuts down the Louie/Frankie work story: 'I don't want to talk about Frankie at all in this cesspit of anything' and insists 'that ends right here'
Calls her daughter Gia live on stage to refute the claim that Gia told Joe Gorga he could do better than Melissa
Gia confirms on the phone: 'I never told him that he could do better than my aunt Melissa'
Explosive verbal attack on Joe Gorga: 'you're lying for your teeth I don't know what happened to you'
Storms off stage: 'don't come following me' after calling the situation 'disgraceful, disgusting'","Stand firm that Louie gave Frankie a job out of generosity and the departure was mutual — this is not a scandal
Use Gia's phone call as proof that Joe Gorga is fabricating or exaggerating stories to damage your family
Emphasize that you always put the Gorgas first and were their 'best friend' — the betrayal is theirs, not yours
Position yourself as a protective mother; any attack on Frankie or Gia is a personal attack you will not tolerate
Frame your emotional exit as dignity, not defeat — you refuse to sit in a 'cesspit' of lies about your family","I have been nothing but loyal to this family — I put them first every single time, and this is what I get? Lies about my son, lies about my daughter, lies about my husband. I called Gia live on that stage because I have nothing to hide, and guess what? The truth came out. I am done being made to feel ashamed for a family that has done nothing wrong.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Teresa Giudice","teresa.giudice@example.com","New"
"melissa-gorga__real-housewives-of-new-jersey__s13__reunion-part-i","Melissa Gorga","003Hs00007ZzLLnIAN","65","Teresa Giudice: At the center of the 'Joe can do better than Melissa' allegation — her marriage and character are being questioned by Teresa's family
Gia Giudice (via proxy): Gia's phone call is framed as exonerating Teresa but indirectly implicates pressure around the Gorga wedding walk","The central subject of the bombshell claim — did Gia tell Joe Gorga 'he can do better than Melissa'?
Sits through Teresa calling the proceedings 'disgraceful' and 'disgusting' — aimed squarely at Melissa and Joe
Teresa's parting shot 'because he's married to you' is directed at Melissa as the root cause of Joe's alleged behavior
Witnesses Teresa storming off stage with 'don't come following me'","The 'do better than Melissa' claim came from Joe himself — you didn't invent it and you deserve an apology
Point out that Teresa's family consistently undermines your marriage while Teresa claims to want peace
Gia's call was carefully worded — note she confirmed calling about 'the wedding' and 'doing the right thing,' which still suggests family pressure
You and Joe have built a life together; you won't let Teresa's camp gaslight your marriage
Hold the line: Teresa storming off is a pattern of avoidance, not strength","Every single season, it's something new — and every single time, it comes back to Teresa's family trying to chip away at my marriage. Joe heard what he heard, I believe my husband, and no phone call to Coachella is going to change that. How many times do we have to prove ourselves before this family finally leaves us alone?","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Melissa Gorga","melissa.gorga@example.com","New"
"dolores-catania__real-housewives-of-new-jersey__s13__reunion-part-i","Dolores Catania","003Hs00007ZzLKfIAN","38","Dolores vs. the Louie/Frankie narrative: Appears to have information about Frankie's departure ('he told me some things') that contradicts the official story","Interjects with insider knowledge: 'I've known Frankie all his life and you know he told me some things' — implying the Louie/Frankie split was not amicable
Teresa immediately shuts her down, signaling Dolores may be straying from the loyalist camp on this issue","You've known Frankie his whole life — you're speaking from a place of genuine concern, not malice
Be prepared to clarify exactly what Frankie told you, or explain why you chose to raise it at the reunion
Navigate carefully: you are Teresa's closest ally but this moment put you at odds with her
Decide whether you stand by your implication or walk it back to preserve the friendship
Position yourself as someone who values truth over loyalty to any one narrative","I love Teresa like a sister, but I also love Frankie, and I know what he told me. I'm not here to start a war — I'm here because the truth matters, and sometimes the people closest to us deserve honesty more than they deserve a cover story.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Dolores Catania","dolores.catania@example.com","New"
"margaret-josephs__real-housewives-of-new-jersey__s13__reunion-part-i","Margaret Josephs","003Hs00007ZzLLdIAN","30","","Present during the Louie/Frankie and Gia phone call sequences but not directly cited in the transcript as speaking","Stay observant — you are well-positioned as the group's truth-teller and can call out inconsistencies in real time
The Louie/Frankie story is one you've likely tracked all season; be ready with receipts
Don't let Teresa's emotional exits derail the conversation — redirect the group back to the facts
Your feud history with Teresa means any comment you make will be scrutinized; choose your moments carefully
Use this reunion to demonstrate growth while still holding people accountable","I've sat across from Teresa at more reunion tables than I can count, and the playbook never changes — deflect, deny, and storm off. But honey, we've all seen this show before, and the audience knows exactly what's happening. I'm just here to make sure the receipts don't get lost in the drama.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Margaret Josephs","margaret.josephs@example.com","New"
"jackie-goldschneider__real-housewives-of-new-jersey__s13__reunion-part-i","Jackie Goldschneider","003Hs00007ZzLKuIAN","28","","Present at the reunion table; not directly quoted in this portion of the transcript","You've had your own turbulent history with Teresa — use this reunion to show how far you've come
Be a grounding voice when the table gets chaotic; your analytical style is an asset here
Be prepared to weigh in on the Gia/Joe Gorga claim with a measured perspective
Address any outstanding personal storylines from Season 13 that the audience will want resolved
Don't get drowned out — this reunion moves fast and you need to claim your moments","This table has seen a lot of chaos over the years, but watching someone call their daughter at Coachella to win a reunion argument — that's a new one even for New Jersey. At some point, you have to ask yourself: if you have to go to those lengths to prove you're not lying, what does that really tell us?","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Jackie Goldschneider","jackie.goldschneider@example.com","New"
"jennifer-aydin__real-housewives-of-new-jersey__s13__reunion-part-i","Jennifer Aydin","003Hs00007ZzLL4IAN","32","","Present at the reunion; not directly quoted in this segment of the transcript but likely reactive to Teresa's exit and the Gia phone call drama","As a Teresa loyalist, you'll be expected to back her version of the Louie/Frankie story — be consistent
The Gia phone call is a moment you can champion as proof Teresa is being unfairly attacked
Be ready to defend Louie if his character is questioned further in later segments
Your own Season 13 storylines may come up — be prepared to pivot between supporting Teresa and addressing your own arc
Don't let your loyalty make you look complicit in any cover-ups around Frankie's departure","Teresa is my friend, and when someone attacks her family — her kids, her husband — I'm going to stand up. That's what real friends do. What I saw at that reunion was a woman being ganged up on by people who were supposed to love her, and I'm not going to pretend that's okay.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Jennifer Aydin","jennifer.aydin@example.com","New"
"danielle-cabral__real-housewives-of-new-jersey__s13__reunion-part-i","Danielle Cabral","003Hs00007ZzLKVIA3","27","","Present at the reunion as a newer cast member; not directly quoted in this segment of the transcript","As a newer Housewife, this reunion is your chance to establish where you stand in the group's larger dynamics
The Teresa vs. Gorga feud is the season's fault line — decide carefully whether you step into it or observe
Use your outsider-ish perspective to offer fresh takes on long-running conflicts
Be vocal enough to remind viewers who you are and why you belong at this table
Any alliances you've built this season will be tested here — stay authentic to them","Coming into this group, everyone warned me about the history — the feuds, the families, the drama that never really ends. And sitting at that reunion table watching it all unfold in real time? Let's just say nobody exaggerated. I came here to be real, and real is exactly what I'm going to give you.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Danielle Cabral","danielle.cabral@example.com","New"
"rachel-fuda__real-housewives-of-new-jersey__s13__reunion-part-i","Rachel Fuda","003Hs00007ZzLM7IAN","26","","Present at the reunion as a newer cast member; not directly quoted in this segment of the transcript","Like Danielle, this is your opportunity to show you've earned your seat at the reunion table
The Gorga/Giudice family split is the season's defining conflict — identify where your loyalties genuinely lie
Be prepared to speak to your own Season 13 storyline and how it connects to the group's larger narrative
Don't let the veterans dominate every moment — find your openings and take them
Authenticity is your brand; don't get pulled into performative drama that doesn't serve your story","I didn't come on this show to be anyone's sidekick or to pick a side in a family war that started before I even knew these people. I came here to tell my story, live my truth, and show New Jersey who Rachel Fuda really is. And trust me — they're just getting started.","Real Housewives of New Jersey","13","New Jersey","Reunion Part I","https://youtu.be/irWTvDoXOfU?si=OcsmKzLtk8UWDcj-","irWTvDoXOfU","real-housewives-of-new-jersey-s13-reunion-part-i-1776899256708.json","2026-04-22T23:08:37.025467+00:00","Rachel Fuda","rachel.fuda@example.com","New"
"teresa-giudice__real-housewives-of-new-jersey__s13__reunion-part-iii","Teresa Giudice","003Hs00007ZzLLtIAN","78","Joe Gorga: Ongoing estrangement and breakdown of sibling relationship; Joe accuses Teresa of gaslighting and says she disowned them; Teresa denies it and deflects blame onto Louie","Teresa attempts to shut down Joe mid-conversation, saying 'I don't want to talk' while Joe insists 'I'm talking to my brother'
Teresa is accused of gaslighting by Joe: 'She's gaslighting — what is wrong with her?'
Teresa is called out for contradicting herself, having allegedly said '20 minutes ago you never want to see us ever again'
Teresa deflects the pajama controversy onto Louie framing rather than addressing it directly","Defend your relationship with Joe as genuine — you've always wanted a close family, and Louie coming into the picture didn't change that
Address the 'gaslighting' accusation head-on; don't let it go unanswered on stage
Clarify the timeline of when you and Joe were close vs. when things fell apart — was it really just because you were filming?
Push back on the idea that Louie is solely responsible for the family rift without throwing him under the bus
Acknowledge the emotional weight of the estrangement — lean into vulnerability rather than defensiveness","People keep saying I gaslight, but I'm the one who has been lied to over and over again. I gave Joe the benefit of the doubt so many times, and every single time, I got burned. At some point, you have to protect your peace — and if my brother can't respect that, then that's on him.","Real Housewives of New Jersey","13","New Jersey","Reunion Part III","https://youtu.be/Lr8DL_7orjI?si=gODHNEHvp3OIYgLe","Lr8DL_7orjI","real-housewives-of-new-jersey-s13-reunion-part-iii-1776899343568.json","2026-04-22T23:09:34.992048+00:00","Teresa Giudice","teresa.giudice@example.com","New"
"louie-ruelas__real-housewives-of-new-jersey__s13__reunion-part-iii","Louie Ruelas","003Hs00007ZzLLYIA3","65","Joe Gorga: Joe harbors deep distrust of Louie; Louie is seen as a wedge between Teresa and her family and is scrutinized for 'red flags'
Joe Gorga (pajama incident): Louie's comment about wearing Teresa's late father's sweatpants came across as 'creepy' and fueled further mistrust","Louie explains the pajama/sweatpants situation: 'Teresa when she was emptying out her house there were bags of clothes... I took one of the sweats and I wore it one night in just an endearing good way for your sister and the girls'
Louie apologizes: 'I'm sorry if it came off that way' after admitting 'it sounded creepy'
Louie expresses his desire for a family bond with Joe: 'I wanted to be your brother-in-law, I wanted to have a relationship with you'
Louie pushes back on Joe's cynicism by suggesting the daily phone calls during their close period were only because they were filming: 'Come on Teresa stop with your nonsense'","Lead with empathy on the pajama/sweatpants story — the intention was loving and grief-related, but own that it landed wrong
Emphasize that you have actively tried to build a relationship with Joe from the beginning, not tear one down
Address the 'red flags' narrative directly — what specifically has been mischaracterized about you?
Don't let the 'you only called because you were filming' moment slide — it undermines the authenticity of the Gorga sibling bond pre-estrangement
Stay measured and calm — your credibility depends on not escalating while Joe and Teresa are already at each other's throats","I came into this family wanting nothing more than to be a good partner to Teresa and a brother-in-law to Joe. I wore that sweatshirt because I love this family and I wanted those girls to feel their grandfather's presence — and somehow that gets twisted into something sinister. I have nothing to hide, and I'm done apologizing for loving Teresa's family as my own.","Real Housewives of New Jersey","13","New Jersey","Reunion Part III","https://youtu.be/Lr8DL_7orjI?si=gODHNEHvp3OIYgLe","Lr8DL_7orjI","real-housewives-of-new-jersey-s13-reunion-part-iii-1776899343568.json","2026-04-22T23:09:34.992048+00:00","Louie Ruelas","louie.ruelas@example.com","New"
"joe-gorga__real-housewives-of-new-jersey__s13__reunion-part-iii","Joe Gorga","003Hs00007ZzLLEIA3","82","Teresa Giudice: Full sibling breakdown; Joe accuses Teresa of disowning him and gaslighting, and expresses he feels lied to repeatedly
Louie Ruelas: Deep distrust of Louie whom he sees as manipulative and a source of red flags; skeptical of Louie's pajama explanation and sincerity","Joe confronts Louie directly about the pajama incident, calling it 'creepy': 'Excuse me for saying that but that's not what happened'
Joe delivers an emotional indictment of the relationship: 'Every time I believe you, you screw me'
Joe accuses Teresa of gaslighting on stage: 'She's gaslighting — what is wrong with her?'
Joe reveals that Teresa allegedly said she never wanted to see them again just 20 minutes prior: 'That's not what you said 20 minutes ago — you never want to see us ever again'
Joe expresses grief over the lost sibling bond: 'I wanted a family, I wanted a brother-in-law, I wanted my sister'","Come prepared with the receipts — if Teresa contradicted herself 20 minutes before taping, be specific and don't back down
Separate your issues with Louie from your issues with Teresa — the audience needs to see this is about your sister, not just her husband
Address the 'you were only close because you were filming' accusation — defend the authenticity of your bond with Teresa pre-Louie
Lean into the emotional truth: you're not angry, you're grieving the loss of your sister and your family
Be careful not to let your frustration read as aggression — the 'gaslighting' callout was powerful, but stay grounded","I have spent years trying to hold this family together, and every single time I extend my hand, it gets slapped away. I'm not angry — I'm heartbroken. My sister stood on that stage and looked me dead in the eyes and lied, and I am done making excuses for her or for him.","Real Housewives of New Jersey","13","New Jersey","Reunion Part III","https://youtu.be/Lr8DL_7orjI?si=gODHNEHvp3OIYgLe","Lr8DL_7orjI","real-housewives-of-new-jersey-s13-reunion-part-iii-1776899343568.json","2026-04-22T23:09:34.992048+00:00","Joe Gorga","joe.gorga@example.com","New"
"danielle-cabral__real-housewives-of-new-jersey__s14__episode-13","Danielle Cabral","003Hs00007ZzLKVIA3","82","Jennifer Aydin: Explosive confrontation over perceived ingratitude, accusations of humiliating Danielle over money, and Danielle physically throwing something at Jennifer","Opened the floor with a prepared, controlled speech: 'I want to have a conversation where I can actually verbalize instead of coming at you with complete anger'
Itemized grievances against Jennifer: '$2500 to make 25,000,' a $600 tip, private car services — all framed as Jennifer being ungrateful and entitled
Escalated sharply, accusing Jennifer of being sad and lonely: 'Your house is empty... filled with people who don't talk to their family'
Threw something at Jennifer after Jennifer made a crack about her husband, prompting cast and host to intervene
Had to be walked to the bathroom by cast members to calm down; was visibly emotional and crying","You came in wanting a calm, civilized conversation — Jennifer is the one who escalated it to chaos
Your generosity (the tip, the cars, the charity event) was real and documented; Jennifer never acknowledged any of it
The jab about your husband was a low blow that crossed a line no one should cross
You regret the physical reaction, but you were pushed to a breaking point after months of disrespect
You genuinely feel sorry for Jennifer's loneliness, and that wasn't a dig — you believe it","I walked into that lunch ready to be the bigger person — I had receipts, I had composure, I had a whole speech prepared. But the moment she went after my husband, every ounce of restraint I had flew out the window. Do I regret it? Ask me again when she apologizes for the year of disrespect.","Real Housewives of New Jersey","14","New Jersey","Episode 13","https://youtu.be/YTrr0p9RkWw?si=bFzz7-v3fVQdqj8k","YTrr0p9RkWw","real-housewives-of-new-jersey-s14-episode-13-1776791737900.json","2026-04-22T22:04:21.315341+00:00","Danielle Cabral","danielle.cabral@example.com","New"
"jennifer-aydin__real-housewives-of-new-jersey__s14__episode-13","Jennifer Aydin","003Hs00007ZzLL4IAN","80","Danielle Cabral: Accused of being ungrateful for Danielle's generosity, mocked Danielle's crying, made a disparaging comment about Danielle's husband leading to a physical altercation","Responded to Danielle's grievances with dismissiveness and sarcasm: 'I get it' and 'you want my life'
Fired back about Danielle's 18-bathroom house being 'empty' and filled with people estranged from family
Delivered the incendiary line about Danielle's husband — 'your husband with the boobs' — which triggered the physical escalation
Was the target of a thrown object and reacted with visible shock
Co-hosted the lunch, which other cast members found odd given the level of conflict: 'No one thinks it's weird that Jen's co-hosting a party?'","You co-hosted this lunch in good faith — you wanted resolution, not a food fight
Danielle's 'generosity' came with strings attached and a price tag she never let anyone forget
Yes, the husband comment was sharp — but you were responding to her calling you sad, lonely, and someone who makes people cry
You did not throw anything; the physical escalation came from Danielle, and that's a fact
Address the elephant in the room: is it really that strange to co-host a lunch with someone you're feuding with? Growth requires proximity.","Danielle walked in acting like she was Mother Teresa handing out charity — honey, a $600 tip and a car service does not buy my loyalty or my silence. I said what I said, and yes, it was pointed, but I was not the one throwing things across the table. Let's be very clear about who lost control and who kept their seat.","Real Housewives of New Jersey","14","New Jersey","Episode 13","https://youtu.be/YTrr0p9RkWw?si=bFzz7-v3fVQdqj8k","YTrr0p9RkWw","real-housewives-of-new-jersey-s14-episode-13-1776791737900.json","2026-04-22T22:04:21.315341+00:00","Jennifer Aydin","jennifer.aydin@example.com","New"
"teresa-giudice__real-housewives-of-new-jersey__s14__episode-13","Teresa Giudice","003Hs00007ZzLLtIAN","38","","Attempted to insert herself while cast members were tending to a crying Danielle; was firmly shut down: 'I'm not talking to her right now... it's not about you right now'
Made a comment defending Danielle regarding Jennifer's husband remark, but was redirected
Appeared to try to de-escalate at points, though her interjections were seen as self-centering","You were trying to be supportive of Danielle — your instinct was to stand up for her
Acknowledge that jumping in while someone is emotionally raw can feel dismissive, even if that wasn't your intent
Your presence at the table signals that you're committed to being part of the group even when things get ugly
Clarify your relationship with both Jennifer and Danielle this season — where do your loyalties actually lie?","When Danielle was hurting, I wanted to be there for her — that's just who I am. Maybe I spoke up at the wrong moment, but I'd rather be the friend who shows up too loud than the one who stays quiet and does nothing. That's never been my style, and it never will be.","Real Housewives of New Jersey","14","New Jersey","Episode 13","https://youtu.be/YTrr0p9RkWw?si=bFzz7-v3fVQdqj8k","YTrr0p9RkWw","real-housewives-of-new-jersey-s14-episode-13-1776791737900.json","2026-04-22T22:04:21.315341+00:00","Teresa Giudice","teresa.giudice@example.com","New"
"melissa-gorga__real-housewives-of-new-jersey__s14__episode-13","Melissa Gorga","003Hs00007ZzLLnIAN","30","","Helped walk Danielle to the bathroom to calm down after the altercation
Delivered the level-headed line: 'I think when we talk about husbands it's the most sensitive [topic]' — attempting to contextualize the blow-up
Was credited (along with others) for organizing the lunch: 'We love you, thanks for organizing'
Offered calm words of encouragement to Danielle: 'You're doing good, you got this'","You organized this lunch with genuine intentions of fostering peace — it's not your fault it went sideways
You were one of the few voices trying to de-escalate; own that role
Your observation about 'husband talk' being off-limits shows emotional intelligence in the middle of chaos
Address whether you think Jennifer co-hosting was a mistake in hindsight","I planned this lunch because I genuinely believe these women can work through their issues — call me an optimist. When it all went sideways, I did what I always do: I focused on the person who was hurting and tried to get her to a safe space. Someone has to be the adult in the room, and today, that was me.","Real Housewives of New Jersey","14","New Jersey","Episode 13","https://youtu.be/YTrr0p9RkWw?si=bFzz7-v3fVQdqj8k","YTrr0p9RkWw","real-housewives-of-new-jersey-s14-episode-13-1776791737900.json","2026-04-22T22:04:21.315341+00:00","Melissa Gorga","melissa.gorga@example.com","New"
"margaret-josephs__real-housewives-of-new-jersey__s14__episode-13","Margaret Josephs","003Hs00007ZzLLdIAN","42","","Was sharply told 'it's not about you right now' when she interjected during Danielle's emotional moment — suggesting she was perceived as making the situation about herself
Commented pointedly on the oddity of Jennifer co-hosting: 'In my world either you smash glass or you break bread — they don't really go together'
Announced 'lunch is over' and quipped 'I'll take the mozzarella to go' — providing the scene's most cutting exit line
Expressed that she didn't want to be around 'this level of disgusting' and threatened to leave","Your 'smash glass or break bread' comment was sharp and legitimate — Jennifer co-hosting was a contradiction
Acknowledge that your interjection during Danielle's breakdown was poorly timed, even if well-intentioned
You've seen this show long enough to know when a situation is unrecoverable — calling it and walking out was the right move
The mozzarella line was iconic and you know it — lean in","I've been at this table long enough to know when a lunch is officially over, and honey, it was over the moment the silverware started flying. You don't co-host a peace summit with the person who threw the grenade — that's just common sense. I grabbed my mozzarella and my dignity, and I walked out with both intact.","Real Housewives of New Jersey","14","New Jersey","Episode 13","https://youtu.be/YTrr0p9RkWw?si=bFzz7-v3fVQdqj8k","YTrr0p9RkWw","real-housewives-of-new-jersey-s14-episode-13-1776791737900.json","2026-04-22T22:04:21.315341+00:00","Margaret Josephs","margaret.josephs@example.com","New"
"teresa-giudice__real-housewives-of-new-jersey__s14__reunion-part-i","Teresa Giudice","003Hs00007ZzLLtIAN","72","Margaret Josephs: Long-running feud; Teresa posted a cast photo with Margaret's face scratched out, leading Margaret to text her and take a step back from the friendship
Jennifer Fessler: Teresa is distant and cold toward Jen Fessler, who she feels owes her an apology for siding against her family
Danielle Cabral: Peripheral tension; Teresa referenced in the 'Previously' reel regarding Danielle's behavior and accusations","Referenced in the 'Previously' reel: Teresa accused of saying Danielle's husband is a drug dealer — 'Teresa do you want to tell my husband what you said, I'm a drug dealer'
Margaret reveals Teresa posted a cast photo with Margaret and others' faces scratched out around the People's Choice Award nomination period, which caused their falling out
Other castmates arrive and note the tension in the room when Teresa is present — 'I don't have to sit in a room like this with snakes'
Teresa's name is invoked repeatedly off-screen before she even appears; multiple housewives discuss their status with her before sitting down","Address the scratched-out cast photo post — own it or deny it, but have a clear answer ready
Clarify your current relationship status with Margaret — is the 'step back' permanent or situational?
Respond to Danielle's claim about entitled behavior and the charity party money dispute
Have a prepared statement about why Jen Fessler needs to apologize before you can engage with her
Be ready to discuss the Luis-related 'ex' storyline teased in the Previously reel","At this point in my life, I'm not going to sit across from people who have attacked my husband and my family and pretend everything is fine — that's not who I am. You either have my back or you don't, and the receipts speak for themselves. I came here today ready to say my truth, and honestly? They should be the ones nervous, not me.","Real Housewives of New Jersey","14","New Jersey","Reunion Part I","https://youtu.be/7q09_SlFRnY?si=0gWYM2aRGtXctnaa","7q09_SlFRnY","real-housewives-of-new-jersey-s14-reunion-part-i-1776791646662.json","2026-04-22T22:04:29.926626+00:00","Teresa Giudice","teresa.giudice@example.com","New"
"margaret-josephs__real-housewives-of-new-jersey__s14__reunion-part-i","Margaret Josephs","003Hs00007ZzLLdIAN","68","Teresa Giudice: Teresa posted a cast photo with Margaret's face scratched out; Margaret texted her and officially stepped back from the friendship
Jennifer Fessler: Accused by Teresa's allies of getting in Jen Fessler's ear and influencing her opinions post-show","Reveals the catalyst for her falling out with Teresa: 'My girlfriend sends me a screenshot of her posting a picture of the cast with our faces scratched out' — after which she texted Teresa and said she was stepping back
Arrives late and is called out: 'You're vicious, goodbye' — Jen Fessler teases her on the phone for being late
States her priority for the reunion: 'I'm not trashing anybody... my priority is who I'm really friends with'
Accused by Teresa's camp of influencing Jen Fessler: 'Margaret got in her ear'","Be clear and specific about the timeline of the falling out with Teresa — the scratched-out photo was the final straw
Address the accusation that you manipulated Jen Fessler's opinion about the season
Define what 'stepping back' from Teresa means — is there a path to reconciliation or is it over?
Maintain your stated position of not adding to the toxicity — but be ready when others push back
Clarify your current alliance structure: who are your genuine friends in the cast?","I came into this reunion with one goal — no drama, no toxicity, just the truth. But when someone posts a photo with your face scratched out right before you're supposed to have dinner together, you have to ask yourself what kind of friendship that really is. I said what I had to say in that text, and I meant every word.","Real Housewives of New Jersey","14","New Jersey","Reunion Part I","https://youtu.be/7q09_SlFRnY?si=0gWYM2aRGtXctnaa","7q09_SlFRnY","real-housewives-of-new-jersey-s14-reunion-part-i-1776791646662.json","2026-04-22T22:04:29.926626+00:00","Margaret Josephs","margaret.josephs@example.com","New"
"jennifer-fessler__real-housewives-of-new-jersey__s14__reunion-part-i","Jennifer Fessler","003Hs00007ZzLJsIAN","55","Teresa Giudice: Teresa's allies feel Jen Fessler owes Teresa an apology; Jen has not spoken to Teresa since filming ended
Jennifer Aydin: Jen Aydin called out Fessler for 'riding hard' for Jennifer Aydin during the season and then reversing her position after watching it back","Arrives late to the venue — called by multiple castmates, jokingly scolded: 'I got caught behind the truck... everybody's yelling at me'
Her changed stance is a key talking point before she even walks in: 'She really had her own opinion but now after the show is done and interviews she changed her mind'
Acknowledged by Margaret as someone who 'should apologize' to Margaret regarding Teresa
Her absence during the pre-show mingling means her arrival is treated as an event unto itself","Explain why your position on the Jennifer Aydin fight changed after watching the season back
Address whether Margaret influenced your shift in opinion or if it was purely from watching the footage
Clarify your current relationship with Teresa — have you spoken since filming? Do you plan to apologize?
Be prepared for Jen Aydin to confront you about flip-flopping on who was the aggressor in their fight
Define your role this season — were you an independent voice or were you pulled into someone else's orbit?","Look, I said what I said during filming based on what I saw in the moment — but once I watched it back, I couldn't in good conscience defend what I defended. That's not flip-flopping, that's called being honest. And if that makes some people uncomfortable, well, welcome to my world.","Real Housewives of New Jersey","14","New Jersey","Reunion Part I","https://youtu.be/7q09_SlFRnY?si=0gWYM2aRGtXctnaa","7q09_SlFRnY","real-housewives-of-new-jersey-s14-reunion-part-i-1776791646662.json","2026-04-22T22:04:29.926626+00:00","Jennifer Fessler","jennifer.fessler@example.com","New"
"jennifer-aydin__real-housewives-of-new-jersey__s14__reunion-part-i","Jennifer Aydin","003Hs00007ZzLL4IAN","65","Jennifer Fessler: Aydin confronts Fessler for initially defending the person who physically pushed her, then reversing position after watching the season
Danielle Cabral: Referenced in the Previously reel in connection with the physical altercation — 'Danielle absolutely pushed you'","Arrives and immediately clocks the hostile energy: 'What I felt when I walked in was nothing welcoming'
Directly calls out Jen Fessler for originally defending the opposing side: 'You were riding hard for Jen coming at me'
Receives a surprise concession from Margaret: 'Watching it back I was wrong — Jen absolutely pushed you... I regret defending Jen Aydin in that fight' — a significant vindication moment
Snaps back defensively on arrival: 'I don't have to sit in a room like this with snakes... I can go sit in another room with snakes that are nice'","Accept Margaret's apology gracefully but make clear the damage that was done by not having your back in the moment
Press Jen Fessler on why she needed to watch the season back to believe you — your word should have been enough
Be ready to walk through the physical altercation with Danielle beat by beat
Address the 'snake' comment you made on arrival — was that directed at anyone specifically?
Come prepared with your version of the charity/party money dispute referenced in the Previously reel","I don't need people to watch footage to know what happened to me — I lived it. The fact that I had to wait for a TV edit to be believed says everything about who had my back and who didn't. But I'm here now, I look good, and I'm ready to set the record straight.","Real Housewives of New Jersey","14","New Jersey","Reunion Part I","https://youtu.be/7q09_SlFRnY?si=0gWYM2aRGtXctnaa","7q09_SlFRnY","real-housewives-of-new-jersey-s14-reunion-part-i-1776791646662.json","2026-04-22T22:04:29.926626+00:00","Jennifer Aydin","jennifer.aydin@example.com","New"
